Airline,Booking_Date,Departure_Date,Days_to_Departure,Source,Destination,Duration,Class,Price
Sriwijaya Air,2023-01-06,2023-03-21,74.0,Denpasar,Surabaya,1.1,Economy,1171.4195292697955
AirAsia,2023-12-08,2024-01-09,32.0,Makassar,Yogyakarta,1.9,Economy,2462.349605371897
Batik Air,2024-06-25,2024-08-09,45.0,Jakarta,Yogyakarta,1.2,Economy,1822.1963717036238
Garuda Indonesia,2023-10-01,2023-10-09,8.0,Balikpapan,Yogyakarta,2.4,Economy,1051.7843174727302
Sriwijaya Air,2023-01-15,2023-03-11,55.0,Jakarta,Yogyakarta,1.1,Economy,1712.6241041098506
Garuda Indonesia,2023-01-20,2023-02-12,23.0,Balikpapan,Surabaya,1.3,Economy,2152.6912398429895
Citilink,2023-02-06,2023-03-08,30.0,Surabaya,Yogyakarta,1.0,Business,2042.1322738568717
Garuda Indonesia,2023-05-06,2023-08-03,89.0,Jakarta,Balikpapan,1.8,Economy,1278.9245871617197
Sriwijaya Air,2024-01-23,2024-02-09,17.0,Balikpapan,Jakarta,2.1,Economy,2688.610461655756
Sriwijaya Air,2023-07-15,2023-07-21,6.0,Makassar,Jakarta,2.4,Business,2348.750681061274
Citilink,2023-08-15,2023-08-30,15.0,Balikpapan,Jakarta,2.1,Business,11043.432147843874
Garuda Indonesia,2023-04-15,2023-05-26,41.0,Medan,Yogyakarta,3.7,Economy,1062.8186629838847
AirAsia,2024-10-08,2024-12-24,77.0,Surabaya,Makassar,1.6,Business,3548.69254336994
AirAsia,2023-06-05,2023-06-07,2.0,Makassar,Surabaya,1.3,Business,3601.777154644912
AirAsia,2024-06-17,2024-09-09,84.0,Makassar,Medan,3.9,Economy,714.549682004314
Sriwijaya Air,2024-11-08,2024-11-19,11.0,Denpasar,Yogyakarta,1.2,Economy,938.57223574791
Batik Air,2023-11-09,2023-12-06,27.0,Surabaya,Medan,3.6,Economy,953.4523423022147
Lion Air,2023-12-02,2024-01-28,57.0,Jakarta,Makassar,2.4,Economy,1354.1987006366842
Sriwijaya Air,2023-02-13,2023-05-11,87.0,Makassar,Yogyakarta,2.0,Economy,551.7191836064342
Lion Air,2023-09-21,2023-10-09,18.0,Surabaya,Denpasar,1.0,Business,4173.906436087106
Sriwijaya Air,2023-09-06,2023-10-12,36.0,Surabaya,Makassar,1.6,Economy,2018.0223152262467
Citilink,2023-07-17,2023-09-22,67.0,Jakarta,Medan,2.4,Economy,889.9458366879478
Batik Air,2024-10-07,2024-11-09,33.0,Denpasar,Makassar,1.1,Economy,1895.6659047221085
Citilink,2023-11-28,2023-12-01,3.0,Medan,Surabaya,3.6,Economy,2133.2762435301306
Citilink,2023-08-18,2023-08-27,9.0,Surabaya,Medan,3.7,Economy,1089.3825455000554
AirAsia,2023-10-25,2023-11-15,21.0,Balikpapan,Jakarta,2.1,Economy,2345.8413804584106
Batik Air,2024-01-30,2024-04-07,68.0,Jakarta,Makassar,2.6,Economy,3350.015045955112
Sriwijaya Air,2024-06-03,2024-06-06,3.0,Balikpapan,Jakarta,1.9,Economy,1557.195766664608
Citilink,2024-03-06,2024-05-27,82.0,Surabaya,Denpasar,1.0,Business,1432.6037018034478
AirAsia,2024-05-12,2024-06-08,27.0,Balikpapan,Jakarta,2.0,Economy,1279.6125072871264
Lion Air,2023-09-23,2023-11-26,64.0,Makassar,Medan,4.2,Business,3031.9621249325837
Sriwijaya Air,2023-03-12,2023-05-27,76.0,Makassar,Balikpapan,1.2,Economy,3987.5373694574346
Citilink,2023-05-08,2023-07-06,59.0,Balikpapan,Medan,3.4,Business,2479.180587813582
Citilink,2023-07-07,2023-07-23,16.0,Makassar,Medan,3.8,Economy,2265.7315211672267
Batik Air,2024-05-12,2024-06-26,45.0,Jakarta,Medan,2.4,Economy,1288.159781848776
Citilink,2023-04-24,2023-06-06,43.0,Denpasar,Surabaya,0.8,Economy,1784.481108868685
Batik Air,2024-05-23,2024-07-10,48.0,Surabaya,Medan,3.5,Economy,662.3243878242159
Batik Air,2024-10-06,2024-10-19,13.0,Medan,Jakarta,2.0,Business,5109.162853221792
Batik Air,2023-11-19,2023-11-22,3.0,Makassar,Surabaya,1.5,Business,4288.232366174526
Batik Air,2024-07-10,2024-09-10,62.0,Balikpapan,Makassar,1.1,Business,2763.52286626766
Citilink,2024-02-25,2024-03-19,23.0,Yogyakarta,Medan,3.9,Economy,1577.2142264344586
Garuda Indonesia,2024-11-06,2025-01-08,63.0,Makassar,Medan,4.0,Economy,1348.6608712179993
Sriwijaya Air,2023-06-21,2023-09-01,72.0,Denpasar,Balikpapan,1.7,Economy,1246.9647531622722
Lion Air,2024-04-14,2024-04-26,12.0,Balikpapan,Medan,3.3,Economy,1056.8160228642082
Garuda Indonesia,2023-12-29,2024-02-01,34.0,Surabaya,Makassar,1.6,Economy,752.4560569991959
Citilink,2023-11-29,2024-02-05,68.0,Denpasar,Makassar,1.0,Economy,1532.988867155563
Lion Air,2023-06-07,2023-07-19,42.0,Medan,Balikpapan,3.5,Economy,2214.4981351974493
Lion Air,2024-02-07,2024-02-22,15.0,Yogyakarta,Balikpapan,2.3,Business,4936.521168080876
Lion Air,2024-04-11,2024-05-17,36.0,Makassar,Surabaya,1.4,Economy,2012.6231266143739
Citilink,2023-03-01,2023-05-17,,Surabaya,Medan,3.6,Business,3647.529503974301
Garuda Indonesia,2024-12-20,2025-01-25,36.0,Yogyakarta,Surabaya,0.9,Business,5161.209249974005
AirAsia,2023-03-07,2023-03-10,3.0,Denpasar,Yogyakarta,1.2,Business,3601.3370816970078
Garuda Indonesia,2023-10-14,2023-12-27,74.0,Medan,Yogyakarta,3.7,Economy,880.6832308943987
Batik Air,2023-01-06,2023-02-01,26.0,Medan,Jakarta,2.1,Economy,1828.2537561704198
Batik Air,2023-02-25,2023-05-02,66.0,Yogyakarta,Medan,4.0,Economy,1195.6680084377526
Batik Air,2024-01-11,2024-03-31,80.0,Makassar,Balikpapan,1.1,Business,1771.8524301224672
Sriwijaya Air,2023-05-15,2023-05-26,11.0,Balikpapan,Yogyakarta,2.3,Economy,1923.0869416055823
AirAsia,2024-11-07,2024-12-21,44.0,Balikpapan,Medan,3.3,Economy,1070.0881801427126
Citilink,2023-03-24,2023-06-14,82.0,Jakarta,Medan,2.3,Economy,510.3968446669314
Sriwijaya Air,2023-02-14,2023-04-04,49.0,Denpasar,Yogyakarta,1.0,Economy,3959.02321914909
Lion Air,2023-06-16,2023-09-10,86.0,Surabaya,Yogyakarta,1.0,Economy,1405.8399816101396
Citilink,2023-04-01,2023-05-25,54.0,Medan,Balikpapan,3.7,Economy,1680.180580259806
AirAsia,2024-05-20,2024-07-06,47.0,Denpasar,Yogyakarta,1.1,Economy,5051.943826057786
Lion Air,2023-04-11,2023-05-23,42.0,Denpasar,Balikpapan,1.5,Economy,711.1564587876036
Batik Air,2024-08-06,2024-10-14,69.0,Denpasar,Yogyakarta,1.1,Economy,767.9910589265212
Batik Air,2024-04-03,2024-05-23,50.0,Jakarta,Balikpapan,2.0,Economy,1796.7838437941382
Batik Air,2024-02-16,2024-02-21,5.0,Balikpapan,Jakarta,2.0,Economy,2426.9036843325434
Batik Air,2023-10-04,2023-11-03,30.0,Denpasar,Balikpapan,1.4,Business,3197.4183341046487
AirAsia,2024-02-10,2024-03-20,39.0,Jakarta,Surabaya,1.5,Economy,1412.8578170859164
Batik Air,2023-02-18,2023-03-09,19.0,Makassar,Surabaya,1.5,Economy,1719.8465752941383
AirAsia,2023-03-25,2023-04-17,23.0,Makassar,Denpasar,1.2,Economy,2099.322009538697
Batik Air,2024-02-25,2024-03-31,35.0,Jakarta,Makassar,2.7,Economy,1653.3996140710817
Citilink,2024-06-12,2024-07-01,19.0,Yogyakarta,Jakarta,1.0,Economy,2325.8292794828017
AirAsia,2024-09-24,2024-12-13,80.0,Jakarta,Medan,2.3,Economy,1222.4751757690985
Sriwijaya Air,2023-03-01,2023-05-09,69.0,Jakarta,Yogyakarta,1.0,Economy,1291.2921737813535
Lion Air,2024-11-21,2024-12-21,30.0,Jakarta,Surabaya,1.4,Economy,1573.1472735143905
AirAsia,2024-11-13,2024-12-04,21.0,Surabaya,Makassar,1.4,Economy,868.2456949765724
Batik Air,2023-08-26,2023-09-14,19.0,Makassar,Surabaya,1.5,Economy,2308.7400297054564
Lion Air,2023-10-01,2023-11-07,37.0,Denpasar,Medan,4.2,Economy,2240.8531887221516
Lion Air,2024-11-01,2024-12-06,35.0,Medan,Makassar,,Economy,1312.0030624436904
Batik Air,2024-08-25,2024-10-23,59.0,Denpasar,Jakarta,1.9,Economy,1256.1793469776494
Lion Air,2023-07-14,2023-08-15,32.0,Medan,Jakarta,2.1,Economy,2055.415182097618
Sriwijaya Air,2024-04-13,2024-04-26,13.0,Balikpapan,Denpasar,1.5,Economy,2125.459647454676
Lion Air,2024-05-01,2024-05-10,9.0,Jakarta,Yogyakarta,1.1,Economy,1109.2385436060497
Lion Air,2023-07-20,2023-09-13,55.0,Balikpapan,Surabaya,1.4,Economy,1429.7184257475158
Lion Air,2024-12-30,2025-03-11,71.0,Balikpapan,Yogyakarta,2.2,Economy,1209.35498230395
Lion Air,2024-12-04,2024-12-29,25.0,Denpasar,Jakarta,1.7,Economy,1084.5330061097934
Citilink,2024-04-07,2024-05-12,35.0,Jakarta,Denpasar,2.0,Economy,2185.0261251628667
Lion Air,2024-06-20,2024-09-15,87.0,Makassar,Surabaya,,Economy,812.2364105765004
Sriwijaya Air,2024-10-23,2024-11-30,38.0,Denpasar,Surabaya,1.1,Economy,1725.893378007124
Batik Air,2023-09-18,2023-09-23,5.0,Makassar,Balikpapan,1.2,Business,4535.28085964317
AirAsia,2024-08-22,2024-09-22,31.0,Balikpapan,Medan,3.5,Economy,1927.935914587963
Batik Air,2023-03-09,2023-04-07,29.0,Makassar,Surabaya,1.5,Economy,1154.9097597606246
Batik Air,2023-05-21,2023-07-04,44.0,Balikpapan,Makassar,1.1,Business,2576.7419016014037
Lion Air,2023-10-20,2023-12-28,69.0,Jakarta,Yogyakarta,1.3,Economy,1336.8804427287046
Citilink,2023-11-15,2024-01-09,55.0,Jakarta,Yogyakarta,1.0,Economy,827.2188142783143
Lion Air,2023-01-06,2023-02-25,50.0,Yogyakarta,Denpasar,1.3,Economy,969.3836621722406
Lion Air,2023-07-18,2023-08-10,23.0,Surabaya,Denpasar,0.9,Economy,3696.7779587729538
Batik Air,2024-04-24,2024-06-16,53.0,Medan,Denpasar,4.4,Economy,1764.1650429267943
Garuda Indonesia,2023-12-02,2024-01-24,53.0,Medan,Jakarta,2.1,Economy,1304.1666278061784
AirAsia,2023-08-19,2023-11-13,86.0,Balikpapan,Jakarta,2.0,Economy,1024.655126690959
Batik Air,2024-03-04,2024-03-18,14.0,Medan,Denpasar,4.3,Economy,1210.8337719131423
Sriwijaya Air,2023-03-18,2023-04-24,37.0,Denpasar,Yogyakarta,1.2,Economy,1897.7451927504799
Citilink,2024-07-15,2024-07-26,11.0,Surabaya,Jakarta,1.5,Economy,1505.476983178183
Batik Air,2023-11-11,2024-01-19,69.0,Makassar,Balikpapan,0.9,Economy,1312.214854288788
Garuda Indonesia,2024-10-07,2024-12-29,83.0,Jakarta,Denpasar,1.7,Economy,713.5102251979615
AirAsia,2024-03-22,2024-04-10,19.0,Jakarta,Denpasar,1.8,Economy,972.832771268285
Citilink,2024-11-09,2024-12-16,37.0,Yogyakarta,Medan,3.8,Economy,1169.5099504243506
Garuda Indonesia,2023-11-30,2023-12-25,25.0,Surabaya,Balikpapan,1.3,Economy,1146.7642180661298
AirAsia,2023-07-18,2023-08-27,40.0,Makassar,Balikpapan,1.0,Economy,1277.2528969222046
AirAsia,2024-07-20,2024-07-22,2.0,Denpasar,Medan,4.3,Business,4457.574441471813
AirAsia,2023-04-05,2023-06-15,71.0,Balikpapan,Yogyakarta,2.1,Economy,942.9202927238073
Lion Air,2024-02-18,2024-04-06,48.0,Jakarta,Medan,2.1,Economy,2618.7343668246326
Batik Air,2024-08-08,2024-09-19,42.0,Jakarta,Medan,2.1,Economy,3603.4867071108583
AirAsia,2023-04-04,2023-05-29,55.0,Yogyakarta,Denpasar,1.1,Economy,2030.717252830074
Batik Air,2023-12-31,2024-02-07,38.0,Makassar,Yogyakarta,2.0,Economy,1801.088992545145
Citilink,2024-12-11,2025-01-31,51.0,Yogyakarta,Jakarta,1.4,Economy,1654.2964497431858
Sriwijaya Air,2023-07-21,2023-08-11,21.0,Balikpapan,Denpasar,1.7,Economy,2295.523922947435
Garuda Indonesia,2024-12-13,2025-02-14,63.0,Jakarta,Makassar,2.5,Economy,703.8352572289946
Sriwijaya Air,2023-07-07,2023-09-26,81.0,Jakarta,Medan,2.1,Economy,1676.8628501819019
Lion Air,2024-05-20,2024-08-02,74.0,Yogyakarta,Denpasar,1.3,Economy,1389.0100059633544
Sriwijaya Air,2023-07-13,2023-08-30,48.0,Balikpapan,Makassar,1.1,Economy,1603.1321694950443
Citilink,2024-07-15,2024-08-13,29.0,Makassar,Jakarta,2.6,Economy,1158.6159745308698
AirAsia,2024-06-27,2024-09-03,68.0,Balikpapan,Medan,3.3,Business,2246.195443191259
AirAsia,2023-07-09,2023-08-16,38.0,Denpasar,Balikpapan,1.5,Economy,1045.301032353133
Citilink,2023-10-02,2023-12-02,61.0,Surabaya,Medan,3.5,Economy,1659.5486283269606
Garuda Indonesia,2024-06-08,2024-07-29,51.0,Makassar,Medan,4.1,Economy,1233.7361533541994
Citilink,2023-10-31,2023-12-16,46.0,Surabaya,Denpasar,1.1,Economy,1946.9889700580331
Citilink,2023-03-15,2023-04-07,23.0,Yogyakarta,Medan,3.7,Economy,799.6819775722151
Batik Air,2024-09-25,2024-12-22,88.0,Jakarta,Surabaya,1.6,Economy,645.922984274435
Garuda Indonesia,2024-07-24,2024-08-20,27.0,Surabaya,Yogyakarta,1.1,Economy,997.4622235853844
Batik Air,2023-11-13,2023-12-23,40.0,Surabaya,Balikpapan,1.3,Economy,1925.1979288795058
Batik Air,2024-04-27,2024-06-28,62.0,Surabaya,Medan,3.4,Economy,1927.9789792474219
AirAsia,2023-05-21,2023-08-03,74.0,Jakarta,Medan,2.0,Economy,1331.0307742164073
Garuda Indonesia,2023-07-25,2023-08-05,11.0,Surabaya,Denpasar,0.8,Economy,1117.0118682231844
Sriwijaya Air,2024-09-13,2024-10-29,46.0,Yogyakarta,Makassar,2.1,Business,2543.4662500116424
Garuda Indonesia,2024-01-14,2024-02-20,37.0,Denpasar,Surabaya,1.1,Economy,2159.4646816254817
AirAsia,2024-12-30,2025-01-26,27.0,Jakarta,Yogyakarta,1.4,Economy,891.4682397093497
Lion Air,2023-02-11,2023-04-27,75.0,Denpasar,Jakarta,1.8,Economy,815.6099661865948
AirAsia,2023-10-26,2023-11-22,27.0,Balikpapan,Jakarta,2.2,Economy,2132.8247048508842
Sriwijaya Air,2024-10-11,2024-11-12,32.0,Jakarta,Medan,2.1,Economy,1392.3925590015465
Garuda Indonesia,2023-12-31,2024-03-17,77.0,Makassar,Yogyakarta,2.1,Economy,1435.2729737236289
Garuda Indonesia,2023-09-03,2023-10-08,35.0,Balikpapan,Denpasar,1.4,Business,4551.19249378147
AirAsia,2023-06-28,2023-08-06,39.0,Balikpapan,Surabaya,1.6,Economy,1144.9901750247382
AirAsia,2024-07-22,2024-10-17,87.0,Makassar,Yogyakarta,1.9,Business,2269.267115402052
Sriwijaya Air,2023-05-08,2023-07-21,74.0,Balikpapan,Makassar,0.9,Economy,1343.8964964196714
Batik Air,2023-11-23,2024-01-30,68.0,Jakarta,Yogyakarta,1.3,Business,1514.0452095332898
Sriwijaya Air,2024-12-04,2025-02-10,68.0,Medan,Makassar,3.9,Economy,1686.4068310603045
Lion Air,2023-08-15,2023-11-07,84.0,Denpasar,Yogyakarta,1.1,Business,2162.9509322412114
Batik Air,2024-07-20,2024-08-26,37.0,Jakarta,Surabaya,1.7,Economy,1654.7317242076447
AirAsia,2024-03-07,2024-03-30,23.0,Jakarta,Denpasar,1.9,Economy,2249.0919090486145
AirAsia,2024-07-10,2024-07-15,5.0,Balikpapan,Medan,3.4,Economy,1652.1878266336175
Sriwijaya Air,2024-08-24,2024-10-17,54.0,Yogyakarta,Makassar,2.1,Economy,1510.283894328591
Sriwijaya Air,2024-06-30,2024-09-23,85.0,Yogyakarta,Denpasar,,Economy,569.6736200076758
Lion Air,2023-03-18,2023-06-09,83.0,Medan,Surabaya,3.5,Economy,1174.5217385471485
Sriwijaya Air,2024-08-25,2024-09-13,19.0,Makassar,Balikpapan,1.0,Economy,1745.8215269798668
Lion Air,2023-09-07,2023-10-14,37.0,Balikpapan,Medan,3.4,Economy,1734.4693833252777
Sriwijaya Air,2024-07-19,2024-09-05,48.0,Medan,Makassar,4.0,Economy,1519.483529791923
AirAsia,2023-11-11,2024-01-30,80.0,Balikpapan,Jakarta,1.8,Business,2175.7318236959045
Lion Air,2023-09-07,2023-10-05,28.0,Medan,Denpasar,4.3,Business,3890.641237810769
Citilink,2024-07-23,2024-09-23,62.0,Denpasar,Surabaya,1.1,Economy,1194.5552078506316
Garuda Indonesia,2023-08-22,2023-10-27,66.0,Denpasar,Yogyakarta,1.2,Business,3096.9346211543884
Lion Air,2023-02-23,2023-02-25,2.0,Medan,Makassar,3.8,Economy,3003.100942168782
Sriwijaya Air,2024-05-01,2024-06-08,38.0,Makassar,Balikpapan,0.8,Economy,1551.4692144360765
Sriwijaya Air,2024-01-16,2024-04-01,76.0,Makassar,Medan,4.0,Economy,1040.4358470350687
Batik Air,2024-12-20,2025-01-17,28.0,Jakarta,Surabaya,1.4,Economy,1040.4531870315886
Citilink,2023-11-09,2023-11-22,13.0,Denpasar,Jakarta,1.8,Business,5161.344145706775
Citilink,2023-06-16,2023-08-27,72.0,Yogyakarta,Surabaya,0.9,Economy,3420.904687517066
AirAsia,2024-09-22,2024-10-17,25.0,Yogyakarta,Balikpapan,2.1,Economy,872.2991376721144
Batik Air,2023-07-27,2023-08-05,9.0,Makassar,Yogyakarta,2.0,Economy,1367.943017159068
Batik Air,2024-10-17,2024-10-29,12.0,Jakarta,Denpasar,1.7,Economy,2364.5446926383047
Sriwijaya Air,2024-03-14,2024-05-28,75.0,Surabaya,Yogyakarta,0.9,Economy,1457.4305342536748
Sriwijaya Air,2024-12-11,2024-12-26,15.0,Jakarta,Surabaya,1.5,Economy,900.3406788406342
AirAsia,2024-11-07,2024-12-27,50.0,Balikpapan,Jakarta,1.8,Business,3967.930730904246
AirAsia,2024-04-25,2024-07-20,86.0,Surabaya,Medan,3.6,Economy,1129.991059427566
Garuda Indonesia,2024-11-29,2024-12-10,11.0,Yogyakarta,Jakarta,1.1,Economy,962.4832493492025
Sriwijaya Air,2024-08-01,2024-10-27,87.0,Denpasar,Jakarta,1.7,Economy,1485.6752562469537
Citilink,2023-06-26,2023-09-07,73.0,Medan,Makassar,4.2,Economy,1428.8929014197927
Sriwijaya Air,2024-01-21,2024-02-19,29.0,Surabaya,Makassar,1.6,Economy,2115.042207193186
AirAsia,2023-05-18,2023-06-11,24.0,Surabaya,Jakarta,1.4,Economy,2370.8460160087043
Sriwijaya Air,2024-01-24,2024-04-09,76.0,Jakarta,Denpasar,1.6,Business,2379.6486434328317
Lion Air,2024-04-25,2024-07-20,86.0,Denpasar,Balikpapan,1.4,Business,3507.3417815762677
Sriwijaya Air,2023-12-19,2024-03-03,75.0,Medan,Makassar,4.0,Economy,1270.7859950133484
Sriwijaya Air,2024-12-08,2025-02-20,74.0,Balikpapan,Medan,3.7,Economy,1743.6291489670534
Batik Air,2024-12-19,2025-02-17,60.0,Surabaya,Jakarta,1.7,Economy,818.2155158453426
Lion Air,2023-08-30,2023-11-01,63.0,Makassar,Yogyakarta,1.9,Business,2101.352125156086
Sriwijaya Air,2024-09-04,2024-09-20,16.0,Denpasar,Yogyakarta,1.4,Economy,1443.7297295214773
Citilink,2024-07-11,2024-08-08,28.0,Yogyakarta,Balikpapan,2.4,Economy,1928.2916695648926
Lion Air,2023-05-27,2023-08-05,70.0,Surabaya,Makassar,1.4,Economy,711.0955967661524
Garuda Indonesia,2024-09-20,2024-11-22,63.0,Medan,Jakarta,2.1,Economy,1440.3564663538182
Citilink,2024-05-04,2024-06-08,35.0,Balikpapan,Surabaya,1.3,Business,3482.6453163058777
Batik Air,2023-07-08,2023-09-23,77.0,Denpasar,Yogyakarta,1.3,Business,2082.420348910846
Lion Air,2023-09-26,2023-12-15,80.0,Balikpapan,Jakarta,2.0,Economy,1544.5400972519399
AirAsia,2023-10-03,2023-10-05,2.0,Balikpapan,Yogyakarta,2.3,Economy,2117.4192754551877
Lion Air,2023-01-24,2023-04-02,68.0,Makassar,Medan,3.9,Economy,3774.150900218591
Batik Air,2023-06-18,2023-07-31,43.0,Makassar,Jakarta,2.4,Economy,1332.246703559546
Batik Air,2023-11-15,2024-01-06,52.0,Medan,Balikpapan,3.6,Economy,1985.6522580752403
Sriwijaya Air,2023-04-02,2023-06-01,60.0,Yogyakarta,Surabaya,1.0,Economy,1780.4865608899602
Batik Air,2023-08-04,2023-10-06,63.0,Jakarta,Surabaya,1.3,Economy,1512.3836237381752
Batik Air,2023-11-08,2024-01-30,83.0,Denpasar,Yogyakarta,1.4,Economy,771.3789510795326
Lion Air,2023-01-15,2023-01-21,6.0,Denpasar,Medan,4.1,Business,13209.355037253128
Lion Air,2023-03-06,2023-05-12,67.0,Makassar,Surabaya,1.3,Business,2407.9714769684797
Citilink,2023-10-30,2023-12-29,60.0,Denpasar,Surabaya,0.9,Economy,1137.098025561644
Lion Air,2023-06-01,2023-08-14,74.0,Denpasar,Surabaya,0.9,Economy,635.0945374489675
AirAsia,2024-09-04,2024-10-31,57.0,Makassar,Denpasar,1.0,Economy,1791.7575923730424
Sriwijaya Air,2024-08-24,2024-08-29,5.0,Jakarta,Balikpapan,2.2,Economy,1793.0941156281356
Sriwijaya Air,2024-12-28,2025-02-16,50.0,Denpasar,Medan,4.4,Business,4090.048372928147
Garuda Indonesia,2024-12-27,2025-01-21,25.0,Medan,Denpasar,4.2,Economy,1049.9991253480475
Garuda Indonesia,2023-12-20,2024-02-16,58.0,Jakarta,Medan,2.1,Economy,1869.1011473089864
Lion Air,2024-11-07,2025-01-10,64.0,Makassar,Surabaya,1.4,Economy,1027.649695040962
Batik Air,2023-11-08,2023-11-29,21.0,Surabaya,Medan,,Economy,1805.7554812932037
Citilink,2023-09-23,2023-12-01,69.0,Yogyakarta,Surabaya,1.0,Economy,1387.512544199779
Batik Air,2024-08-25,2024-10-31,67.0,Denpasar,Yogyakarta,,Economy,1759.4915435018413
Garuda Indonesia,2024-02-18,2024-05-08,80.0,Medan,Jakarta,2.4,Economy,1077.3307257374722
AirAsia,2024-06-09,2024-06-11,2.0,Balikpapan,Makassar,0.9,Economy,1442.7715646277943
Batik Air,2023-01-29,2023-02-01,3.0,Balikpapan,Surabaya,1.5,Economy,1758.1259565290538
Citilink,2023-10-19,2024-01-02,75.0,Medan,Yogyakarta,3.8,Business,2547.9796019646624
Batik Air,2024-04-15,2024-07-06,82.0,Yogyakarta,Medan,3.8,Economy,1388.2056489908305
Sriwijaya Air,2024-01-31,2024-03-28,57.0,Yogyakarta,Medan,3.8,Economy,1899.1865421149296
AirAsia,2024-01-19,2024-02-17,29.0,Balikpapan,Makassar,1.0,Economy,1297.8322333623962
Citilink,2024-05-16,2024-06-04,19.0,Medan,Jakarta,2.1,Economy,1761.6129503349168
AirAsia,2024-04-16,2024-07-12,87.0,Medan,Yogyakarta,4.0,Business,1413.7191631239186
Lion Air,2024-10-12,2024-11-03,22.0,Surabaya,Yogyakarta,0.9,Economy,1047.631377344801
Lion Air,2023-04-19,2023-04-26,7.0,Denpasar,Jakarta,1.7,Business,3161.8362447469694
Citilink,2024-08-23,2024-11-06,75.0,Denpasar,Jakarta,1.6,Economy,939.9407153691438
Batik Air,2023-02-15,2023-03-15,28.0,Surabaya,Yogyakarta,1.1,Economy,4059.2261963602923
Lion Air,2023-05-04,2023-06-10,37.0,Makassar,Balikpapan,1.0,Economy,885.2406204991187
Batik Air,2023-03-23,2023-04-24,32.0,Makassar,Denpasar,1.1,Economy,1414.1509448812026
Lion Air,2023-06-24,2023-08-31,68.0,Jakarta,Surabaya,1.7,Economy,943.5050114898474
Lion Air,2024-12-10,2025-01-03,24.0,Medan,Yogyakarta,4.0,Business,3329.8907346121805
Citilink,2024-04-30,2024-05-15,15.0,Jakarta,Balikpapan,2.1,Business,5311.187595033238
Citilink,2024-07-21,2024-07-23,2.0,Yogyakarta,Surabaya,1.0,Business,6242.538076679612
Garuda Indonesia,2023-07-19,2023-08-01,13.0,Medan,Balikpapan,3.4,Economy,1868.6173512298342
Lion Air,2023-02-17,2023-02-24,7.0,Balikpapan,Yogyakarta,2.2,Economy,961.1428004252546
Batik Air,2024-07-25,2024-08-23,29.0,Medan,Balikpapan,3.4,Economy,745.1880316940236
Sriwijaya Air,2023-02-19,2023-04-07,47.0,Surabaya,Balikpapan,1.4,Economy,1481.4129589703919
AirAsia,2023-10-03,2023-10-16,13.0,Jakarta,Surabaya,1.4,Economy,2216.4858760627635
AirAsia,2024-11-26,2025-01-28,63.0,Jakarta,Denpasar,1.7,Economy,1027.4530263742183
AirAsia,2024-11-15,2025-02-08,85.0,Makassar,Balikpapan,1.1,Economy,2939.417899852761
AirAsia,2024-01-12,2024-02-09,28.0,Makassar,Surabaya,1.4,Economy,1784.1328964569302
Lion Air,2024-04-22,2024-05-07,15.0,Surabaya,Balikpapan,1.3,Business,5094.347607365357
Sriwijaya Air,2024-03-23,2024-05-06,44.0,Makassar,Jakarta,2.7,Economy,894.9886921777658
Citilink,2024-06-11,2024-09-03,84.0,Jakarta,Yogyakarta,1.4,Economy,1249.45644311412
Sriwijaya Air,2023-07-20,2023-09-11,53.0,Denpasar,Balikpapan,1.6,Economy,1254.3096380716386
Batik Air,2023-12-17,2024-01-27,41.0,Surabaya,Jakarta,1.5,Business,2158.079204347024
Batik Air,2024-02-07,2024-04-13,66.0,Makassar,Balikpapan,1.0,Economy,834.6536202576585
Garuda Indonesia,2023-02-04,2023-03-01,25.0,Jakarta,Makassar,2.6,Economy,1346.0024918411386
Sriwijaya Air,2024-01-23,2024-02-12,20.0,Jakarta,Yogyakarta,1.4,Business,4193.602354146586
Garuda Indonesia,2024-12-03,2024-12-26,23.0,Denpasar,Surabaya,1.0,Economy,1940.7588692513411
Garuda Indonesia,2024-02-19,2024-04-07,48.0,Medan,Makassar,4.2,Business,2097.96488304655
Batik Air,2023-01-26,2023-02-09,14.0,Jakarta,Yogyakarta,1.3,Economy,2286.319537620061
Batik Air,2024-05-23,2024-06-28,36.0,Balikpapan,Makassar,1.1,Economy,1197.117595596418
Batik Air,2024-08-30,2024-10-10,41.0,Medan,Yogyakarta,3.7,Economy,725.7660812788808
Lion Air,2023-07-16,2023-08-23,38.0,Yogyakarta,Denpasar,1.1,Economy,1509.4532928537697
Batik Air,2024-01-21,2024-04-03,73.0,Yogyakarta,Denpasar,1.2,Economy,1128.3086692252846
Citilink,2024-11-28,2024-12-31,33.0,Surabaya,Medan,3.5,Business,4462.299069053235
Citilink,2024-02-11,2024-03-28,46.0,Medan,Yogyakarta,3.6,Economy,1860.6390942102526
AirAsia,2023-06-05,2023-06-18,13.0,Yogyakarta,Jakarta,1.1,Economy,1695.901048699174
Batik Air,2024-05-27,2024-05-29,2.0,Medan,Makassar,4.1,Economy,2804.213510056411
Garuda Indonesia,2024-03-11,2024-03-25,14.0,Yogyakarta,Denpasar,1.1,Economy,1276.013110846948
Lion Air,2023-10-01,2023-11-05,35.0,Yogyakarta,Makassar,1.9,Economy,1692.349744872999
